age,y
38,0
39,0
37,1
35,0
28,1
32,0
41,1
53,0
54,0
47,0
32,0
48,0
37,1
33,0
33,0
46,1
30,0
33,1
34,0
34,0
42,0
54,0
32,0
52,0
50,0
49,0
28,0
45,0
33,0
49,0
42,0
68,1
42,0
41,0
49,0
71,1
37,0
30,0
50,1
31,0
57,0
50,0
55,0
37,0
50,0
26,0
31,0
43,0
32,1
50,0
27,0
56,1
38,0
45,0
37,0
31,0
37,0
46,0
27,0
23,1
55,0
22,1
35,0
34,1
35,0
42,0
25,0
31,0
35,1
48,0
39,0
31,0
35,0
35,0
59,0
31,0
20,0
77,0
29,1
78,0
35,1
27,0
32,0
38,0
53,0
38,0
34,0
44,0
33,1
56,0
73,1
51,0
32,0
49,0
40,0
53,0
37,1
31,0
47,0
35,0
53,0
36,0
39,1
49,0
35,0
49,0
30,1
19,1
36,1
41,0
55,0
35,0
38,0
40,0
55,0
23,0
32,1
30,0
41,1
42,0
35,0
31,0
64,0
27,0
32,0
38,0
46,0
33,0
50,0
25,0
29,0
31,0
36,0
51,0
58,0
34,0
31,1
32,0
37,0
40,0
55,0
35,0
38,0
54,0
30,1
31,0
37,0
58,1
36,0
32,0
60,0
54,0
43,0
31,1
36,0
36,0
48,0
42,0
32,0
40,0
38,0
27,0
39,0
25,1
59,0
45,0
36,0
30,0
33,0
34,0
25,0
45,0
74,1
26,0
27,0
36,0
27,0
46,0
38,1
46,0
53,0
33,0
49,0
40,0
41,0
50,0
45,1
52,0
38,0
49,0
59,0
64,1
39,0
45,1
40,0
32,0
38,0
42,0
33,0
38,0
31,0
26,0
36,0
28,0
53,0
25,0
31,0
33,0
41,0
37,0
33,0
36,0
27,0
33,0
36,0
49,0
23,0
36,0
42,0
56,0
40,0
32,0
44,1
48,0
55,0
46,1
52,0
43,0
51,0
42,0
42,0
31,0
33,0
62,0
48,1
44,0
30,1
25,0
46,0
57,1
39,0
47,0
63,0
47,0
33,0
48,0
32,1
40,0
28,0
53,0
60,0
32,0
38,0
29,0
35,0
60,0
56,0
57,0
48,1
33,0
33,0
45,0
33,1
26,0
42,0
41,0
44,0
42,0
30,0
53,0
32,0
46,0
25,0
24,1
52,0
25,1
50,0
54,0
43,0
42,0
25,1
23,0
30,0
29,0
50,0
34,0
38,0
25,0
46,0
30,0
42,0
34,0
24,0
35,0
60,0
34,0
39,0
39,0
31,0
36,0
38,0
56,0
46,0
29,0
37,0
36,0
41,0
27,0
34,0
32,0
50,0
44,1
30,0
41,0
24,1
53,0
33,0
26,0
40,0
33,0
49,0
47,0
42,0
35,1
40,0
51,0
27,1
28,0
26,0
37,0
61,0
34,0
58,1
58,0
39,0
22,0
44,0
46,0
49,0
35,0
33,0
27,0
53,0
55,0
40,0
33,0
46,0
41,0
35,1
46,0
38,1
32,0
50,0
23,0
34,0
67,0
55,0
36,0
35,0
40,0
45,0
58,0
26,0
51,0
57,0
35,0
32,1
52,0
42,0
35,0
55,0
34,0
33,1
36,0
35,0
40,0
46,0
32,0
43,0
49,0
41,0
30,0
42,0
25,0
36,0
45,0
34,0
39,0
35,0
25,0
30,0
36,0
44,0
41,0
42,0
42,0
59,0
30,0
30,0
34,0
33,0
31,1
33,0
30,0
27,0
56,0
33,0
35,0
55,0
46,0
49,0
31,0
25,1
56,1
49,0
50,0
37,0
40,0
29,0
34,0
24,0
69,1
34,0
25,1
57,0
49,0
59,1
32,0
31,0
24,0
58,0
54,0
47,0
37,0
33,0
37,0
34,0
33,0
52,0
40,0
83,1
42,0
38,0
33,0
47,0
28,0
26,0
53,0
42,0
42,1
35,1
62,1
36,0
50,0
42,0
27,0
42,0
51,0
44,0
36,0
36,0
27,1
40,1
32,0
57,0
21,0
29,1
39,0
50,0
44,0
27,0
47,0
43,0
28,0
56,0
30,0
34,0
39,1
26,0
40,0
28,1
52,0
22,1
41,0
33,0
43,0
59,0
55,1
51,0
56,0
37,0
36,0
51,0
44,0
32,1
46,0
46,0
47,0
43,0
51,0
26,0
45,0
51,0
31,0
70,0
55,0
53,0
36,0
52,0
56,0
39,0
27,0
50,0
55,0
33,0
30,0
32,0
54,0
41,0
50,0
68,0
37,0
37,0
56,0
42,0
23,0
25,1
47,1
40,0
38,0
51,0
42,0
58,1
53,1
38,0
38,0
43,0
41,0
33,1
42,0
59,0
48,0
28,0
27,0
26,0
40,0
44,0
27,0
43,0
43,0
28,0
31,0
54,0
43,0
40,0
30,0
51,0
36,0
45,0
32,0
51,0
32,0
59,0
37,0
48,0
78,0
41,0
52,0
31,0
60,0
54,0
34,0
60,1
33,0
32,1
37,0
58,0
37,0
29,0
59,0
50,0
30,0
45,1
34,0
49,0
46,1
41,0
53,0
74,0
43,0
32,1
33,0
29,0
59,0
35,0
44,0
45,0
40,0
30,0
47,0
28,1
31,1
36,0
26,0
30,0
30,0
36,1
33,0
50,0
27,0
40,0
43,0
42,1
32,0
29,0
45,0
31,0
30,0
41,1
58,0
53,0
31,0
34,0
44,0
38,0
57,0
38,0
27,0
70,0
27,1
28,0
34,0
35,0
47,0
37,0
30,0
52,0
25,0
43,0
47,0
27,0
48,0
42,0
36,0
35,0
39,1
36,0
33,0
50,0
21,1
28,0
32,0
30,0
44,0
29,0
53,1
57,1
40,0
35,0
30,0
44,0
37,1
39,0
31,0
30,0
29,0
45,0
45,0
37,0
58,0
42,0
33,0
57,0
47,0
32,0
36,1
46,0
37,0
50,0
60,0
23,0
57,0
35,0
43,0
42,0
28,0
56,0
52,0
24,0
52,0
38,0
50,0
53,1
36,0
35,0
32,0
32,0
78,1
50,0
32,1
51,0
32,0
36,0
39,0
22,0
42,1
56,0
30,0
39,0
32,0
57,0
31,0
30,0
26,1
49,0
28,0
38,0
33,0
53,0
44,0
31,0
35,0
44,0
34,0
37,0
35,0
36,0
40,1
50,0
32,0
41,0
31,1
36,0
31,0
29,0
41,0
50,0
56,0
38,1
57,0
34,0
48,0
53,1
60,0
38,0
46,0
34,0
47,1
31,0
27,0
52,1
28,0
32,0
39,0
30,0
21,1
51,0
35,0
61,0
31,0
67,0
54,0
54,0
58,0
54,0
37,0
28,0
46,0
46,0
43,0
53,0
43,0
59,0
55,0
53,0
33,0
28,0
33,0
27,1
31,0
39,1
30,0
42,0
48,0
41,1
51,0
60,1
27,0
51,0
41,0
37,0
57,0
44,0
37,0
42,0
40,0
32,0
38,0
50,0
43,0
41,0
67,1
44,0
50,1
32,0
50,0
46,0
50,0
37,0
31,0
55,0
53,0
49,0
32,0
28,1
26,0
45,0
33,0
31,0
39,1
32,0
45,0
50,1
27,1
35,0
55,0
41,1
28,0
45,0
46,0
59,0
28,0
30,0
55,1
40,0
55,0
51,0
31,0
40,0
30,0
52,0
37,0
54,0
46,1
50,0
56,0
37,0
27,0
52,0
43,0
23,1
29,0
51,0
34,0
46,0
48,0
38,0
36,0
32,1
56,0
52,1
32,0
25,0
53,0
42,0
36,0
46,0
48,0
37,0
47,0
54,0
40,0
37,0
31,0
49,0
30,0
53,1
54,0
32,0
29,1
58,0
42,0
34,0
45,0
32,0
58,0
60,0
45,1
51,0
37,0
31,0
37,1
32,0
31,0
45,0
48,0
41,0
36,0
30,0
31,0
31,0
72,0
36,0
55,0
34,0
42,1
55,1
30,0
42,0
37,0
37,1
35,0
32,0
22,0
45,0
45,0
65,0
39,0
27,1
26,0
29,0
52,0
36,1
37,0
36,0
25,0
48,0
36,0
30,0
42,0
30,0
40,0
31,0
40,0
36,0
38,0
38,0
43,0
28,0
49,0
59,0
36,0
43,0
47,0
50,0
38,0
54,0
58,0
33,0
26,0
26,0
45,0
35,0
58,0
45,0
56,0
36,0
35,0
33,0
34,1
49,1
68,0
49,0
31,0
63,0
45,0
47,0
28,0
37,0
38,0
55,0
31,0
22,0
46,1
52,1
32,0
30,0
45,0
48,0
36,0
46,0
40,0
50,0
53,0
59,1
56,0
37,0
45,0
39,0
48,0
43,0
25,0
56,0
39,0
31,0
42,0
60,0
31,0
34,0
43,0
35,0
30,0
53,1
57,0
60,0
25,1
35,0
44,0
31,1
44,0
27,0
30,0
45,0
51,0
25,1
34,0
29,0
34,0
40,0
34,0
51,0
34,0
44,0
53,0
23,0
33,0
52,0
56,0
37,0
36,1
39,0
39,0
30,0
28,0
49,0
28,0
34,0
32,0
34,1
44,0
28,0
46,0
37,0
47,0
57,0
39,0
63,0
33,0
58,0
30,0
81,0
37,0
32,0
28,0
46,0
38,0
40,0
44,0
27,0
26,0
30,0
38,0
30,0
48,0
60,0
31,1
39,0
32,0
51,0
36,0
43,0
31,0
33,0
37,0
22,0
32,0
34,0
33,0
63,0
31,0
58,0
37,0
39,0
58,0
56,0
32,0
51,0
56,0
36,0
31,0
33,0
45,0
49,0
33,1
35,0
44,0
44,0
34,0
39,0
44,0
42,0
38,0
39,0
36,0
46,0
31,1
37,0
46,0
49,0
33,0
36,0
42,0
31,0
39,0
52,1
31,0
39,0
58,0
50,0
48,1
33,0
38,0
60,1
40,0
48,0
34,0
60,0
38,0
27,0
33,0
53,0
31,0
35,0
45,0
42,0
37,0
35,0
39,0
38,0
59,0
38,0
30,1
31,0
30,0
33,1
57,0
28,0
61,0
67,0
60,0
51,0
51,0
93,1
41,0
41,0
23,1
34,0
57,0
55,0
31,0
33,0
34,0
59,0
30,1
46,0
56,0
26,0
33,0
35,0
36,1
38,0
26,0
35,0
37,0
33,0
39,0
47,0
60,0
27,0
34,0
51,0
29,0
42,0
28,0
30,0
50,0
38,0
35,0
46,0
35,0
49,0
29,1
31,0
44,0
42,0
28,0
25,0
33,0
48,0
28,1
30,0
38,0
33,0
35,0
30,0
46,0
35,0
39,0
32,0
57,0
39,0
38,0
51,0
51,0
30,0
34,0
51,0
35,0
57,0
45,0
38,0
33,0
41,0
39,0
32,0
21,1
37,0
27,0
40,0
60,0
32,1
59,0
32,0
42,1
33,0
31,0
26,0
46,0
28,0
64,0
55,0
31,0
36,1
24,0
31,0
69,0
43,0
47,0
22,1
57,0
27,0
47,0
37,0
31,0
31,1
47,0
34,0
46,1
36,0
45,0
36,0
34,0
50,0
35,0
36,0
35,0
38,0
31,0
26,0
37,1
46,0
25,0
31,0
37,0
33,0
41,0
45,0
61,0
48,0
44,0
26,0
42,1
55,0
52,0
58,0
37,0
34,0
32,0
47,0
43,1
59,0
34,0
37,0
44,0
56,0
30,0
35,0
32,0
40,0
43,0
50,0
38,0
33,0
48,0
25,0
33,1
56,0
38,1
46,0
56,0
30,1
60,0
59,0
30,0
44,0
51,0
35,0
35,0
27,1
47,0
35,0
55,0
58,0
53,0
56,0
25,0
32,1
30,0
41,1
47,0
57,0
25,1
54,0
47,0
35,0
54,0
57,0
59,0
40,0
54,0
66,0
28,0
42,0
57,0
31,0
32,1
50,0
27,0
50,0
35,0
30,0
31,0
44,0
59,0
34,1
48,0
58,0
34,0
54,0
57,0
53,0
37,0
46,0
35,0
38,1
50,0
32,0
45,0
39,0
30,0
48,0
46,1
42,0
34,0
56,1
60,0
35,0
26,0
34,0
43,0
32,0
55,0
33,1
49,0
56,0
58,1
60,0
23,0
23,0
39,0
31,0
54,1
36,0
45,1
33,0
37,0
42,0
39,0
34,0
43,0
35,0
34,0
55,0
58,0
37,0
41,0
52,0
27,0
28,0
49,0
45,0
58,0
41,0
26,0
37,0
37,0
49,0
41,0
42,0
48,0
40,0
43,0
44,1
35,0
29,0
32,0
23,0
40,0
57,0
38,0
31,0
31,0
52,0
35,0
32,0
39,0
89,0
44,0
30,0
37,1
28,0
37,0
39,0
34,0
63,0
32,0
26,0
35,0
55,0
39,0
33,0
38,0
58,1
51,0
40,0
33,1
39,0
25,0
28,1
56,0
59,1
45,0
38,0
52,0
52,0
30,0
39,0
39,0
53,0
59,0
50,0
33,1
32,0
40,0
32,1
43,0
52,0
52,1
29,1
43,0
39,0
58,0
63,0
41,0
27,0
28,0
35,0
19,0
36,0
57,0
48,1
46,0
39,0
41,0
43,0
51,0
48,0
35,0
44,0
46,0
52,0
40,0
44,0
29,0
30,1
32,0
56,0
54,0
41,0
39,0
53,0
51,0
44,0
26,1
28,0
32,0
25,0
37,0
47,0
44,0
43,0
59,0
31,1
39,0
31,1
35,0
52,0
36,0
22,1
45,1
31,0
45,0
45,0
36,0
32,0
45,0
38,1
57,0
56,0
44,0
50,0
41,0
27,0
24,0
32,0
55,1
42,0
45,0
46,0
34,0
57,0
47,1
37,0
40,1
29,1
60,0
34,0
29,1
32,0
39,0
48,0
40,0
45,0
29,0
35,0
53,0
31,0
33,0
42,0
33,0
60,0
38,0
44,0
39,0
49,0
34,0
39,0
31,0
27,0
46,0
45,0
47,0
28,0
24,0
21,0
35,0
47,0
33,0
36,0
36,0
28,0
30,0
38,0
35,0
49,1
35,0
33,0
40,1
33,0
28,0
52,0
32,0
31,0
44,0
33,0
22,1
34,1
30,0
33,0
41,0
27,1
28,0
31,0
59,0
57,0
37,0
34,0
27,0
48,0
36,0
35,0
56,1
37,0
31,0
30,0
35,1
31,0
58,0
43,0
38,0
32,0
41,0
32,0
45,0
35,1
37,0
42,0
80,0
51,0
49,0
22,1
23,0
32,0
59,0
50,0
53,0
32,1
54,0
33,0
48,0
64,1
29,0
37,0
37,0
52,0
33,0
42,0
28,1
31,0
40,0
54,0
29,0
62,0
29,0
55,0
24,0
31,0
40,0
39,0
39,0
36,0
80,0
26,0
46,0
40,0
27,0
39,0
44,0
31,1
45,1
53,0
29,0
30,0
37,0
27,0
72,1
57,1
33,0
49,0
57,0
56,0
35,0
41,0
29,1
33,0
45,0
37,1
34,0
39,0
59,0
31,0
39,0
46,0
49,0
72,0
49,1
34,0
32,0
40,0
29,1
42,0
46,0
24,0
35,0
33,1
43,0
34,0
39,0
45,1
42,0
49,0
47,0
40,0
42,0
34,0
59,0
44,0
49,0
55,0
24,0
34,0
23,1
50,0
36,0
50,0
33,0
37,0
73,1
38,0
30,0
41,0
38,0
34,0
28,0
37,0
40,0
35,0
44,0
39,1
32,0
33,0
27,0
60,0
69,0
48,0
34,0
56,0
35,0
33,0
65,1
39,0
52,0
30,0
44,0
28,1
60,0
26,0
37,0
33,0
40,0
51,0
42,0
30,0
38,0
27,0
51,0
33,0
36,0
55,0
31,0
49,0
41,0
32,0
33,0
42,0
30,0
46,0
33,0
36,0
31,0
52,0
31,0
57,0
58,0
34,0
33,0
29,0
35,0
30,0
32,0
40,0
30,0
38,0
46,0
44,0
50,1
30,1
40,0
30,0
34,0
48,0
53,0
45,0
45,0
37,0
49,1
38,1
47,0
36,0
31,0
30,0
31,0
59,0
36,0
30,0
33,0
46,0
29,0
59,0
22,0
36,0
31,0
32,0
45,0
50,0
36,0
38,0
34,0
29,0
41,0
50,0
45,0
36,0
33,1
38,0
42,0
51,0
42,0
54,0
39,0
29,0
49,0
41,1
51,0
46,0
31,0
56,1
35,1
32,0
29,0
47,0
36,0
60,1
37,0
34,1
39,0
42,0
34,0
52,0
43,0
27,0
42,0
31,0
41,0
51,0
32,0
40,0
45,0
59,0
30,0
28,0
53,0
45,0
34,0
31,0
36,0
43,0
42,0
43,0
38,1
53,0
44,0
37,0
29,0
39,0
42,0
44,0
32,1
48,1
32,0
40,0
34,0
29,0
47,0
35,0
34,0
45,0
32,0
39,0
33,0
32,1
51,0
41,0
30,0
55,0
71,0
59,0
35,0
23,1
55,0
33,0
46,0
31,1
26,0
55,1
32,0
49,0
31,0
26,0
38,0
36,1
37,1
32,0
40,0
28,0
34,0
26,0
28,0
45,0
32,0
42,0
36,0
35,1
38,0
55,0
38,0
26,0
58,0
32,0
41,0
53,0
41,0
47,0
31,0
30,0
36,0
44,0
57,0
40,0
46,0
35,0
49,0
46,0
59,0
51,0
28,0
39,1
27,0
27,0
18,1
37,0
23,0
31,0
58,0
55,0
54,0
60,1
33,0
56,0
27,1
48,0
39,0
42,0
48,0
37,0
47,0
36,0
52,0
22,0
55,0
30,0
51,0
55,0
33,0
57,0
46,0
40,0
34,0
41,1
44,1
49,0
52,1
32,0
53,0
38,0
25,0
38,0
39,0
39,0
70,0
48,0
33,0
50,0
43,0
49,0
45,0
52,0
60,0
48,0
35,0
56,0
42,1
29,1
33,0
43,0
33,0
30,0
34,0
42,0
45,0
59,0
26,0
29,0
35,0
29,0
75,0
49,0
30,0
27,0
48,0
31,0
59,1
40,0
40,0
82,0
53,0
29,1
30,0
53,0
40,0
40,0
34,1
33,0
51,0
38,0
44,0
35,0
56,0
30,0
53,0
50,0
52,0
27,1
45,0
35,0
50,0
27,0
54,0
62,0
54,0
30,0
55,0
45,1
66,0
48,0
34,0
43,0
36,0
28,1
27,1
36,0
29,0
59,0
29,0
37,0
35,0
35,0
45,0
50,0
27,0
53,0
33,1
31,0
41,0
27,0
52,1
52,0
35,0
72,1
41,0
31,0
60,0
42,0
56,0
26,0
35,0
37,0
31,0
48,0
29,0
37,1
32,0
54,0
31,0
51,0
47,0
33,0
36,0
42,0
33,0
25,0
35,0
26,1
40,0
36,0
41,0
25,1
39,0
51,0
31,0
52,0
31,0
26,0
39,0
28,0
45,0
52,1
32,0
29,0
43,0
49,0
32,0
41,0
36,0
58,0
37,0
53,0
45,0
53,0
44,0
51,0
40,0
37,0
32,0
33,0
24,0
51,1
42,0
32,0
52,0
38,1
27,0
33,0
58,0
46,0
43,0
43,0
48,0
32,0
32,0
31,0
38,0
32,0
46,0
49,1
34,0
34,0
31,0
54,1
25,0
47,0
44,0
32,0
29,0
54,0
30,0
40,1
55,0
38,0
83,0
42,0
59,0
42,0
32,0
38,0
32,0
41,0
28,1
34,1
35,0
31,0
32,0
60,0
40,0
31,0
50,0
33,0
37,0
58,0
38,0
80,0
41,0
56,0
27,0
43,0
40,0
32,0
38,0
32,0
26,0
25,0
59,0
38,0
43,1
34,0
63,1
39,0
47,0
51,0
35,0
35,0
51,0
34,0
37,0
44,0
65,0
47,0
29,1
31,0
49,0
40,0
37,0
60,0
58,0
33,0
33,0
31,0
58,0
39,0
30,0
22,0
36,0
30,0
54,0
31,0
38,0
51,0
54,0
48,0
27,0
32,0
49,0
43,0
39,1
53,0
39,0
41,0
62,1
23,0
41,0
51,0
53,0
36,0
57,0
60,0
43,0
47,0
54,0
32,0
59,0
56,0
41,0
26,0
55,0
34,0
49,0
53,0
33,1
29,0
58,1
41,0
50,0
43,0
26,0
54,0
31,0
38,0
35,0
34,1
32,1
33,0
32,0
27,0
51,0
56,0
59,0
30,0
26,0
35,0
46,0
59,0
44,0
56,0
46,0
43,0
36,0
46,0
46,0
31,0
37,0
35,0
33,0
21,0
36,0
32,0
28,0
45,0
39,0
28,1
30,0
43,0
43,0
51,0
43,0
28,0
57,0
29,0
28,0
30,0
40,0
60,0
33,0
19,1
45,0
35,1
59,0
30,0
43,0
47,0
45,0
30,0
46,0
32,0
38,0
50,0
40,0
31,0
48,0
39,0
52,0
39,0
26,0
31,0
42,0
30,0
57,0
30,0
40,0
33,0
36,0
28,0
43,1
36,0
28,0
41,0
33,0
29,0
42,0
57,0
33,0
33,0
29,0
34,0
51,0
61,1
33,0
50,0
33,0
30,0
28,0
47,0
30,0
52,0
51,0
36,0
32,0
48,0
28,0
38,0
43,0
35,0
42,0
45,0
38,0
34,0
58,1
31,1
41,0
38,0
46,0
25,0
42,1
33,0
51,0
27,0
53,0
49,0
53,0
48,0
33,0
55,0
40,0
25,0
35,0
59,0
28,0
31,1
39,0
56,0
72,0
57,0
50,0
34,1
42,0
47,0
45,0
47,0
25,0
36,0
49,0
31,0
45,0
48,0
55,0
34,0
41,1
38,0
32,0
48,0
55,1
25,0
36,0
36,0
33,0
41,0
45,0
71,1
48,0
31,0
40,0
38,0
37,0
38,0
39,0
31,0
47,1
26,0
33,0
29,0
29,0
71,0
49,0
32,0
43,0
30,1
31,0
42,0
58,0
28,0
45,0
39,0
